Country.Region,date,total_count
Pakistan,2.28.20,2
Palestine,2.28.20,0
Peru,2.28.20,0
Philippines,2.28.20,3
Poland,2.28.20,0
Portugal,2.28.20,0
Qatar,2.28.20,0
Romania,2.28.20,3
Russia,2.28.20,2
Saint Barthelemy,2.28.20,0
San Marino,2.28.20,1
Saudi Arabia,2.28.20,0
Senegal,2.28.20,0
Serbia,2.28.20,0
Singapore,2.28.20,93
Slovakia,2.28.20,0
Slovenia,2.28.20,0
South Africa,2.28.20,0
South Korea,2.28.20,2337
Spain,2.28.20,32
Sri Lanka,2.28.20,1
Sweden,2.28.20,7
Switzerland,2.28.20,8
Taiwan,2.28.20,34
Thailand,2.28.20,41
Togo,2.28.20,0
Tunisia,2.28.20,0
UK,2.28.20,20
Ukraine,2.28.20,0
United Arab Emirates,2.28.20,19
US,2.28.20,62
Vatican City,2.28.20,0
Vietnam,2.28.20,16
Afghanistan,2.29.20,1
Algeria,2.29.20,1
Andorra,2.29.20,0
Argentina,2.29.20,0
Armenia,2.29.20,0
Australia,2.29.20,25
Austria,2.29.20,9
Azerbaijan,2.29.20,0
Bahrain,2.29.20,41
Belarus,2.29.20,1
Belgium,2.29.20,1
Bhutan,2.29.20,0
Bosnia and Herzegovina,2.29.20,0
Brazil,2.29.20,2
Cambodia,2.29.20,1
Cameroon,2.29.20,0
Canada,2.29.20,20
Chile,2.29.20,0
Colombia,2.29.20,0
Costa Rica,2.29.20,0
Croatia,2.29.20,6
Czech Republic,2.29.20,0
Denmark,2.29.20,3
Dominican Republic,2.29.20,0
Ecuador,2.29.20,0
Egypt,2.29.20,1
Estonia,2.29.20,1
Faroe Islands,2.29.20,0
Finland,2.29.20,3
France,2.29.20,100
French Guiana,2.29.20,0
Georgia,2.29.20,1
Germany,2.29.20,79
Gibraltar,2.29.20,0
Greece,2.29.20,4
Hong Kong,2.29.20,95
Hungary,2.29.20,0
Iceland,2.29.20,1
India,2.29.20,3
Indonesia,2.29.20,0
Iran,2.29.20,593
Iraq,2.29.20,13
Ireland,2.29.20,1
Israel,2.29.20,7
Italy,2.29.20,1128
Japan,2.29.20,241
Jordan,2.29.20,0
Kuwait,2.29.20,45
Latvia,2.29.20,0
Lebanon,2.29.20,4
Liechtenstein,2.29.20,0
Lithuania,2.29.20,1
Luxembourg,2.29.20,1
Macau,2.29.20,10
Mainland China,2.29.20,79251
Malaysia,2.29.20,25
Malta,2.29.20,0
Martinique,2.29.20,0
Mexico,2.29.20,4
Monaco,2.29.20,1
Morocco,2.29.20,0
Nepal,2.29.20,1
Netherlands,2.29.20,6
New Zealand,2.29.20,1
Nigeria,2.29.20,1
North Macedonia,2.29.20,1
Norway,2.29.20,15
Oman,2.29.20,6
Others,2.29.20,705
Pakistan,2.29.20,4
Palestine,2.29.20,0
Peru,2.29.20,0
Philippines,2.29.20,3
Poland,2.29.20,0
Portugal,2.29.20,0
Qatar,2.29.20,1
Romania,2.29.20,3
Russia,2.29.20,2
Saint Barthelemy,2.29.20,0
San Marino,2.29.20,1
Saudi Arabia,2.29.20,0
Senegal,2.29.20,0
Serbia,2.29.20,0
Singapore,2.29.20,102
Slovakia,2.29.20,0
Slovenia,2.29.20,0
South Africa,2.29.20,0
South Korea,2.29.20,3150
Spain,2.29.20,45
Sri Lanka,2.29.20,1
Sweden,2.29.20,12
Switzerland,2.29.20,18
Taiwan,2.29.20,39
Thailand,2.29.20,42
Togo,2.29.20,0
Tunisia,2.29.20,0
UK,2.29.20,23
Ukraine,2.29.20,0
United Arab Emirates,2.29.20,21
US,2.29.20,70
Vatican City,2.29.20,0
Vietnam,2.29.20,16
Afghanistan,2.03.20,0
Algeria,2.03.20,0
Andorra,2.03.20,0
Argentina,2.03.20,0
Armenia,2.03.20,0
Australia,2.03.20,12
Austria,2.03.20,0
Azerbaijan,2.03.20,0
Bahrain,2.03.20,0
Belarus,2.03.20,0
Belgium,2.03.20,0
Bhutan,2.03.20,0
Bosnia and Herzegovina,2.03.20,0
Brazil,2.03.20,0
Cambodia,2.03.20,1
Cameroon,2.03.20,0
Canada,2.03.20,4
Chile,2.03.20,0
Colombia,2.03.20,0
Costa Rica,2.03.20,0
Croatia,2.03.20,0
Czech Republic,2.03.20,0
Denmark,2.03.20,0
Dominican Republic,2.03.20,0
Ecuador,2.03.20,0
Egypt,2.03.20,0
Estonia,2.03.20,0
Faroe Islands,2.03.20,0
Finland,2.03.20,1
France,2.03.20,6
French Guiana,2.03.20,0
Georgia,2.03.20,0
Germany,2.03.20,12
Gibraltar,2.03.20,0
Greece,2.03.20,0
Hong Kong,2.03.20,15
Hungary,2.03.20,0
Iceland,2.03.20,0
India,2.03.20,3
Indonesia,2.03.20,0
Iran,2.03.20,0
Iraq,2.03.20,0
Ireland,2.03.20,0
Israel,2.03.20,0
Italy,2.03.20,2
Japan,2.03.20,20
Jordan,2.03.20,0
Kuwait,2.03.20,0
Latvia,2.03.20,0
Lebanon,2.03.20,0
Liechtenstein,2.03.20,0
Lithuania,2.03.20,0
Luxembourg,2.03.20,0
Macau,2.03.20,8
Mainland China,2.03.20,19693
Malaysia,2.03.20,8
Malta,2.03.20,0
Martinique,2.03.20,0
Mexico,2.03.20,0
Monaco,2.03.20,0
Morocco,2.03.20,0
Nepal,2.03.20,1
Netherlands,2.03.20,0
New Zealand,2.03.20,0
Nigeria,2.03.20,0
North Macedonia,2.03.20,0
Norway,2.03.20,0
Oman,2.03.20,0
Others,2.03.20,0
Pakistan,2.03.20,0
Palestine,2.03.20,0
Peru,2.03.20,0
Philippines,2.03.20,2
Poland,2.03.20,0
Portugal,2.03.20,0
Qatar,2.03.20,0
Romania,2.03.20,0
Russia,2.03.20,2
Saint Barthelemy,2.03.20,0
San Marino,2.03.20,0
Saudi Arabia,2.03.20,0
Senegal,2.03.20,0
Serbia,2.03.20,0
Singapore,2.03.20,18
Slovakia,2.03.20,0
Slovenia,2.03.20,0
South Africa,2.03.20,0
South Korea,2.03.20,15
Spain,2.03.20,1
Sri Lanka,2.03.20,1
Sweden,2.03.20,1
Switzerland,2.03.20,0
Taiwan,2.03.20,10
Thailand,2.03.20,19
Togo,2.03.20,0
Tunisia,2.03.20,0
UK,2.03.20,2
Ukraine,2.03.20,0
United Arab Emirates,2.03.20,5
US,2.03.20,11
Vatican City,2.03.20,0
Vietnam,2.03.20,8
Afghanistan,2.04.20,0
Algeria,2.04.20,0
Andorra,2.04.20,0
Argentina,2.04.20,0
Armenia,2.04.20,0
Australia,2.04.20,13
Austria,2.04.20,0
Azerbaijan,2.04.20,0
Bahrain,2.04.20,0
Belarus,2.04.20,0
Belgium,2.04.20,1
Bhutan,2.04.20,0
Bosnia and Herzegovina,2.04.20,0
Brazil,2.04.20,0
Cambodia,2.04.20,1
Cameroon,2.04.20,0
Canada,2.04.20,4
Chile,2.04.20,0
Colombia,2.04.20,0
Costa Rica,2.04.20,0
Croatia,2.04.20,0
Czech Republic,2.04.20,0
Denmark,2.04.20,0
Dominican Republic,2.04.20,0
Ecuador,2.04.20,0
Egypt,2.04.20,0
Estonia,2.04.20,0
Faroe Islands,2.04.20,0
Finland,2.04.20,1
France,2.04.20,6
French Guiana,2.04.20,0
Georgia,2.04.20,0
Germany,2.04.20,12
Gibraltar,2.04.20,0
Greece,2.04.20,0
Hong Kong,2.04.20,17
Hungary,2.04.20,0
Iceland,2.04.20,0
India,2.04.20,3
Indonesia,2.04.20,0
Iran,2.04.20,0
Iraq,2.04.20,0
Ireland,2.04.20,0
Israel,2.04.20,0
Italy,2.04.20,2
Japan,2.04.20,22
Jordan,2.04.20,0
Kuwait,2.04.20,0
Latvia,2.04.20,0
Lebanon,2.04.20,0
Liechtenstein,2.04.20,0
Lithuania,2.04.20,0
Luxembourg,2.04.20,0
Macau,2.04.20,10
Mainland China,2.04.20,23680
Malaysia,2.04.20,10
Malta,2.04.20,0
Martinique,2.04.20,0
Mexico,2.04.20,0
Monaco,2.04.20,0
Morocco,2.04.20,0
Nepal,2.04.20,1
Netherlands,2.04.20,0
New Zealand,2.04.20,0
Nigeria,2.04.20,0
North Macedonia,2.04.20,0
Norway,2.04.20,0
Oman,2.04.20,0
Others,2.04.20,0
Pakistan,2.04.20,0
Palestine,2.04.20,0
Peru,2.04.20,0
Philippines,2.04.20,2
Poland,2.04.20,0
Portugal,2.04.20,0
Qatar,2.04.20,0
Romania,2.04.20,0
Russia,2.04.20,2
Saint Barthelemy,2.04.20,0
San Marino,2.04.20,0
Saudi Arabia,2.04.20,0
Senegal,2.04.20,0
Serbia,2.04.20,0
Singapore,2.04.20,24
Slovakia,2.04.20,0
Slovenia,2.04.20,0
South Africa,2.04.20,0
South Korea,2.04.20,16
Spain,2.04.20,1
Sri Lanka,2.04.20,1
Sweden,2.04.20,1
Switzerland,2.04.20,0
Taiwan,2.04.20,11
Thailand,2.04.20,25
Togo,2.04.20,0
Tunisia,2.04.20,0
UK,2.04.20,2
Ukraine,2.04.20,0
United Arab Emirates,2.04.20,5
US,2.04.20,11
Vatican City,2.04.20,0
Vietnam,2.04.20,8
Afghanistan,2.05.20,0
Algeria,2.05.20,0
Andorra,2.05.20,0
Argentina,2.05.20,0
Armenia,2.05.20,0
Australia,2.05.20,13
Austria,2.05.20,0
Azerbaijan,2.05.20,0
Bahrain,2.05.20,0
Belarus,2.05.20,0
Belgium,2.05.20,1
Bhutan,2.05.20,0
Bosnia and Herzegovina,2.05.20,0
Brazil,2.05.20,0
Cambodia,2.05.20,1
Cameroon,2.05.20,0
Canada,2.05.20,5
Chile,2.05.20,0
Colombia,2.05.20,0
Costa Rica,2.05.20,0
Croatia,2.05.20,0
Czech Republic,2.05.20,0
Denmark,2.05.20,0
Dominican Republic,2.05.20,0
Ecuador,2.05.20,0
Egypt,2.05.20,0
Estonia,2.05.20,0
Faroe Islands,2.05.20,0
Finland,2.05.20,1
France,2.05.20,6
French Guiana,2.05.20,0
Georgia,2.05.20,0
Germany,2.05.20,12
Gibraltar,2.05.20,0
Greece,2.05.20,0
Hong Kong,2.05.20,21
Hungary,2.05.20,0
Iceland,2.05.20,0
India,2.05.20,3
Indonesia,2.05.20,0
Iran,2.05.20,0
Iraq,2.05.20,0
Ireland,2.05.20,0
Israel,2.05.20,0
Italy,2.05.20,2
Japan,2.05.20,22
Jordan,2.05.20,0
Kuwait,2.05.20,0
Latvia,2.05.20,0
Lebanon,2.05.20,0
Liechtenstein,2.05.20,0
Lithuania,2.05.20,0
Luxembourg,2.05.20,0
Macau,2.05.20,10
Mainland China,2.05.20,27409
Malaysia,2.05.20,12
Malta,2.05.20,0
Martinique,2.05.20,0
Mexico,2.05.20,0
Monaco,2.05.20,0
Morocco,2.05.20,0
Nepal,2.05.20,1
Netherlands,2.05.20,0
New Zealand,2.05.20,0
Nigeria,2.05.20,0
North Macedonia,2.05.20,0
Norway,2.05.20,0
Oman,2.05.20,0
Others,2.05.20,0
Pakistan,2.05.20,0
Palestine,2.05.20,0
Peru,2.05.20,0
Philippines,2.05.20,2
Poland,2.05.20,0
Portugal,2.05.20,0
Qatar,2.05.20,0
Romania,2.05.20,0
Russia,2.05.20,2
Saint Barthelemy,2.05.20,0
San Marino,2.05.20,0
Saudi Arabia,2.05.20,0
Senegal,2.05.20,0
Serbia,2.05.20,0
Singapore,2.05.20,28
Slovakia,2.05.20,0
Slovenia,2.05.20,0
South Africa,2.05.20,0
South Korea,2.05.20,19
Spain,2.05.20,1
Sri Lanka,2.05.20,1
Sweden,2.05.20,1
Switzerland,2.05.20,0
Taiwan,2.05.20,11
Thailand,2.05.20,25
Togo,2.05.20,0
Tunisia,2.05.20,0
UK,2.05.20,2
Ukraine,2.05.20,0
United Arab Emirates,2.05.20,5
US,2.05.20,12
Vatican City,2.05.20,0
Vietnam,2.05.20,8
Afghanistan,2.06.20,0
Algeria,2.06.20,0
Andorra,2.06.20,0
Argentina,2.06.20,0
Armenia,2.06.20,0
Australia,2.06.20,14
Austria,2.06.20,0
Azerbaijan,2.06.20,0
Bahrain,2.06.20,0
Belarus,2.06.20,0
Belgium,2.06.20,1
Bhutan,2.06.20,0
Bosnia and Herzegovina,2.06.20,0
Brazil,2.06.20,0
Cambodia,2.06.20,1
Cameroon,2.06.20,0
Canada,2.06.20,5
Chile,2.06.20,0
Colombia,2.06.20,0
Costa Rica,2.06.20,0
Croatia,2.06.20,0
Czech Republic,2.06.20,0
Denmark,2.06.20,0
Dominican Republic,2.06.20,0
Ecuador,2.06.20,0
Egypt,2.06.20,0
Estonia,2.06.20,0
Faroe Islands,2.06.20,0
Finland,2.06.20,1
France,2.06.20,6
French Guiana,2.06.20,0
Georgia,2.06.20,0
Germany,2.06.20,12
Gibraltar,2.06.20,0
Greece,2.06.20,0
Hong Kong,2.06.20,24
Hungary,2.06.20,0
Iceland,2.06.20,0
India,2.06.20,3
Indonesia,2.06.20,0
Iran,2.06.20,0
Iraq,2.06.20,0
Ireland,2.06.20,0
Israel,2.06.20,0
Italy,2.06.20,2
Japan,2.06.20,45
Jordan,2.06.20,0
Kuwait,2.06.20,0
Latvia,2.06.20,0
Lebanon,2.06.20,0
Liechtenstein,2.06.20,0
Lithuania,2.06.20,0
Luxembourg,2.06.20,0
Macau,2.06.20,10
Mainland China,2.06.20,30553
Malaysia,2.06.20,12
Malta,2.06.20,0
Martinique,2.06.20,0
Mexico,2.06.20,0
Monaco,2.06.20,0
Morocco,2.06.20,0
Nepal,2.06.20,1
Netherlands,2.06.20,0
New Zealand,2.06.20,0
Nigeria,2.06.20,0
North Macedonia,2.06.20,0
Norway,2.06.20,0
Oman,2.06.20,0
Others,2.06.20,0
Pakistan,2.06.20,0
Palestine,2.06.20,0
Peru,2.06.20,0
Philippines,2.06.20,2
Poland,2.06.20,0
Portugal,2.06.20,0
Qatar,2.06.20,0
Romania,2.06.20,0
Russia,2.06.20,2
Saint Barthelemy,2.06.20,0
San Marino,2.06.20,0
Saudi Arabia,2.06.20,0
Senegal,2.06.20,0
Serbia,2.06.20,0
Singapore,2.06.20,28
Slovakia,2.06.20,0
Slovenia,2.06.20,0
South Africa,2.06.20,0
South Korea,2.06.20,23
Spain,2.06.20,1
Sri Lanka,2.06.20,1
Sweden,2.06.20,1
Switzerland,2.06.20,0
Taiwan,2.06.20,16
Thailand,2.06.20,25
Togo,2.06.20,0
Tunisia,2.06.20,0
UK,2.06.20,2
Ukraine,2.06.20,0
United Arab Emirates,2.06.20,5
US,2.06.20,12
Vatican City,2.06.20,0
Vietnam,2.06.20,10
Afghanistan,2.07.20,0
Algeria,2.07.20,0
Andorra,2.07.20,0
Argentina,2.07.20,0
Armenia,2.07.20,0
Australia,2.07.20,15
Austria,2.07.20,0
Azerbaijan,2.07.20,0
Bahrain,2.07.20,0
Belarus,2.07.20,0
Belgium,2.07.20,1
Bhutan,2.07.20,0
Bosnia and Herzegovina,2.07.20,0
Brazil,2.07.20,0
Cambodia,2.07.20,1
Cameroon,2.07.20,0
Canada,2.07.20,7
Chile,2.07.20,0
Colombia,2.07.20,0
Costa Rica,2.07.20,0
Croatia,2.07.20,0
Czech Republic,2.07.20,0
Denmark,2.07.20,0
Dominican Republic,2.07.20,0
Ecuador,2.07.20,0
Egypt,2.07.20,0
Estonia,2.07.20,0
Faroe Islands,2.07.20,0
Finland,2.07.20,1
France,2.07.20,6
French Guiana,2.07.20,0
Georgia,2.07.20,0
Germany,2.07.20,13
Gibraltar,2.07.20,0
Greece,2.07.20,0
Hong Kong,2.07.20,25
Hungary,2.07.20,0
Iceland,2.07.20,0
India,2.07.20,3
Indonesia,2.07.20,0
Iran,2.07.20,0
Iraq,2.07.20,0
Ireland,2.07.20,0
Israel,2.07.20,0
Italy,2.07.20,3
Japan,2.07.20,25
Jordan,2.07.20,0
Kuwait,2.07.20,0
Latvia,2.07.20,0
Lebanon,2.07.20,0
Liechtenstein,2.07.20,0
Lithuania,2.07.20,0
Luxembourg,2.07.20,0
Macau,2.07.20,10
Mainland China,2.07.20,34075
Malaysia,2.07.20,12
Malta,2.07.20,0
Martinique,2.07.20,0
Mexico,2.07.20,0
Monaco,2.07.20,0
Morocco,2.07.20,0
Nepal,2.07.20,1
Netherlands,2.07.20,0
New Zealand,2.07.20,0
Nigeria,2.07.20,0
North Macedonia,2.07.20,0
Norway,2.07.20,0
Oman,2.07.20,0
Others,2.07.20,61
Pakistan,2.07.20,0
Palestine,2.07.20,0
Peru,2.07.20,0
Philippines,2.07.20,3
Poland,2.07.20,0
Portugal,2.07.20,0
Qatar,2.07.20,0
Romania,2.07.20,0
Russia,2.07.20,2
Saint Barthelemy,2.07.20,0
San Marino,2.07.20,0
Saudi Arabia,2.07.20,0
Senegal,2.07.20,0
Serbia,2.07.20,0
Singapore,2.07.20,30
Slovakia,2.07.20,0
Slovenia,2.07.20,0
South Africa,2.07.20,0
South Korea,2.07.20,24
Spain,2.07.20,1
Sri Lanka,2.07.20,1
Sweden,2.07.20,1
Switzerland,2.07.20,0
Taiwan,2.07.20,16
Thailand,2.07.20,25
Togo,2.07.20,0
Tunisia,2.07.20,0
UK,2.07.20,3
Ukraine,2.07.20,0
United Arab Emirates,2.07.20,5
US,2.07.20,12
Vatican City,2.07.20,0
Vietnam,2.07.20,10
Afghanistan,2.08.20,0
Algeria,2.08.20,0
Andorra,2.08.20,0
Argentina,2.08.20,0
Armenia,2.08.20,0
Australia,2.08.20,15
Austria,2.08.20,0
Azerbaijan,2.08.20,0
Bahrain,2.08.20,0
Belarus,2.08.20,0
Belgium,2.08.20,1
Bhutan,2.08.20,0
Bosnia and Herzegovina,2.08.20,0
Brazil,2.08.20,0
Cambodia,2.08.20,1
Cameroon,2.08.20,0
Canada,2.08.20,7
Chile,2.08.20,0
Colombia,2.08.20,0
Costa Rica,2.08.20,0
Croatia,2.08.20,0
Czech Republic,2.08.20,0
Denmark,2.08.20,0
Dominican Republic,2.08.20,0
Ecuador,2.08.20,0
Egypt,2.08.20,0
Estonia,2.08.20,0
Faroe Islands,2.08.20,0
Finland,2.08.20,1
France,2.08.20,11
French Guiana,2.08.20,0
Georgia,2.08.20,0
Germany,2.08.20,13
Gibraltar,2.08.20,0
Greece,2.08.20,0
Hong Kong,2.08.20,26
Hungary,2.08.20,0
Iceland,2.08.20,0
India,2.08.20,3
Indonesia,2.08.20,0
Iran,2.08.20,0
Iraq,2.08.20,0
Ireland,2.08.20,0
Israel,2.08.20,0
Italy,2.08.20,3
Japan,2.08.20,25
Jordan,2.08.20,0
Kuwait,2.08.20,0
Latvia,2.08.20,0
Lebanon,2.08.20,0
Liechtenstein,2.08.20,0
Lithuania,2.08.20,0
Luxembourg,2.08.20,0
Macau,2.08.20,10
Mainland China,2.08.20,36778
Malaysia,2.08.20,16
Malta,2.08.20,0
Martinique,2.08.20,0
Mexico,2.08.20,0
Monaco,2.08.20,0
Morocco,2.08.20,0
Nepal,2.08.20,1
Netherlands,2.08.20,0
New Zealand,2.08.20,0
Nigeria,2.08.20,0
North Macedonia,2.08.20,0
Norway,2.08.20,0
Oman,2.08.20,0
Others,2.08.20,61
Pakistan,2.08.20,0
Palestine,2.08.20,0
Peru,2.08.20,0
Philippines,2.08.20,3
Poland,2.08.20,0
Portugal,2.08.20,0
Qatar,2.08.20,0
Romania,2.08.20,0
Russia,2.08.20,2
Saint Barthelemy,2.08.20,0
San Marino,2.08.20,0
Saudi Arabia,2.08.20,0
Senegal,2.08.20,0
Serbia,2.08.20,0
Singapore,2.08.20,33
Slovakia,2.08.20,0
Slovenia,2.08.20,0
South Africa,2.08.20,0
South Korea,2.08.20,24
Spain,2.08.20,1
Sri Lanka,2.08.20,1
Sweden,2.08.20,1
Switzerland,2.08.20,0
Taiwan,2.08.20,17
Thailand,2.08.20,32
Togo,2.08.20,0
Tunisia,2.08.20,0
UK,2.08.20,3
Ukraine,2.08.20,0
United Arab Emirates,2.08.20,7
US,2.08.20,12
Vatican City,2.08.20,0
Vietnam,2.08.20,13
Afghanistan,2.09.20,0
Algeria,2.09.20,0
Andorra,2.09.20,0
Argentina,2.09.20,0
Armenia,2.09.20,0
Australia,2.09.20,15
Austria,2.09.20,0
Azerbaijan,2.09.20,0
Bahrain,2.09.20,0
Belarus,2.09.20,0
Belgium,2.09.20,1
Bhutan,2.09.20,0
Bosnia and Herzegovina,2.09.20,0
Brazil,2.09.20,0
Cambodia,2.09.20,1
Cameroon,2.09.20,0
Canada,2.09.20,7
Chile,2.09.20,0
Colombia,2.09.20,0
Costa Rica,2.09.20,0
Croatia,2.09.20,0
Czech Republic,2.09.20,0
Denmark,2.09.20,0
Dominican Republic,2.09.20,0
Ecuador,2.09.20,0
Egypt,2.09.20,0
Estonia,2.09.20,0
Faroe Islands,2.09.20,0
Finland,2.09.20,1
France,2.09.20,11
French Guiana,2.09.20,0
Georgia,2.09.20,0
Germany,2.09.20,14
Gibraltar,2.09.20,0
Greece,2.09.20,0
Hong Kong,2.09.20,29
Hungary,2.09.20,0
Iceland,2.09.20,0
India,2.09.20,3
Indonesia,2.09.20,0
Iran,2.09.20,0
Iraq,2.09.20,0
Ireland,2.09.20,0
Israel,2.09.20,0
Italy,2.09.20,3
Japan,2.09.20,26
Jordan,2.09.20,0
Kuwait,2.09.20,0
Latvia,2.09.20,0
Lebanon,2.09.20,0
Liechtenstein,2.09.20,0
Lithuania,2.09.20,0
Luxembourg,2.09.20,0
Macau,2.09.20,10
Mainland China,2.09.20,39790
Malaysia,2.09.20,16
Malta,2.09.20,0
Martinique,2.09.20,0
Mexico,2.09.20,0
Monaco,2.09.20,0
Morocco,2.09.20,0
Nepal,2.09.20,1
Netherlands,2.09.20,0
New Zealand,2.09.20,0
Nigeria,2.09.20,0
North Macedonia,2.09.20,0
Norway,2.09.20,0
Oman,2.09.20,0
Others,2.09.20,64
Pakistan,2.09.20,0
Palestine,2.09.20,0
Peru,2.09.20,0
Philippines,2.09.20,3
Poland,2.09.20,0
Portugal,2.09.20,0
Qatar,2.09.20,0
Romania,2.09.20,0
Russia,2.09.20,2
Saint Barthelemy,2.09.20,0
San Marino,2.09.20,0
Saudi Arabia,2.09.20,0
Senegal,2.09.20,0
Serbia,2.09.20,0
Singapore,2.09.20,40
Slovakia,2.09.20,0
Slovenia,2.09.20,0
South Africa,2.09.20,0
South Korea,2.09.20,25
Spain,2.09.20,2
Sri Lanka,2.09.20,1
Sweden,2.09.20,1
Switzerland,2.09.20,0
Taiwan,2.09.20,18
Thailand,2.09.20,32
Togo,2.09.20,0
Tunisia,2.09.20,0
UK,2.09.20,3
Ukraine,2.09.20,0
United Arab Emirates,2.09.20,7
US,2.09.20,12
Vatican City,2.09.20,0
Vietnam,2.09.20,13
Afghanistan,3.01.20,1
Algeria,3.01.20,1
Andorra,3.01.20,0
Argentina,3.01.20,0
Armenia,3.01.20,1
Australia,3.01.20,27
Austria,3.01.20,14
Azerbaijan,3.01.20,3
Bahrain,3.01.20,47
Belarus,3.01.20,1
Belgium,3.01.20,2
Bhutan,3.01.20,0
Bosnia and Herzegovina,3.01.20,0
Brazil,3.01.20,2
Cambodia,3.01.20,1
Cameroon,3.01.20,0
Canada,3.01.20,24
Chile,3.01.20,0
Colombia,3.01.20,0
Costa Rica,3.01.20,0
Croatia,3.01.20,7
Czech Republic,3.01.20,3
Denmark,3.01.20,4
Dominican Republic,3.01.20,1
Ecuador,3.01.20,6
Egypt,3.01.20,2
Estonia,3.01.20,1
Faroe Islands,3.01.20,0
Finland,3.01.20,6
France,3.01.20,130
French Guiana,3.01.20,0
Georgia,3.01.20,3
Germany,3.01.20,130
Gibraltar,3.01.20,0
Greece,3.01.20,7
Hong Kong,3.01.20,96
Hungary,3.01.20,0
Iceland,3.01.20,3
India,3.01.20,3
Indonesia,3.01.20,0
Iran,3.01.20,978
Iraq,3.01.20,19
Ireland,3.01.20,1
Israel,3.01.20,10
Italy,3.01.20,1694
Japan,3.01.20,256
Jordan,3.01.20,0
Kuwait,3.01.20,45
Latvia,3.01.20,0
Lebanon,3.01.20,10
Liechtenstein,3.01.20,0
Lithuania,3.01.20,1
Luxembourg,3.01.20,1
Macau,3.01.20,10
Mainland China,3.01.20,79826
Malaysia,3.01.20,29
Malta,3.01.20,0
Martinique,3.01.20,0
Mexico,3.01.20,5
Monaco,3.01.20,1
Morocco,3.01.20,0
Nepal,3.01.20,1
Netherlands,3.01.20,10
New Zealand,3.01.20,1
Nigeria,3.01.20,1
North Macedonia,3.01.20,1
Norway,3.01.20,19
Oman,3.01.20,6
Others,3.01.20,705
Pakistan,3.01.20,4
Palestine,3.01.20,0
Peru,3.01.20,0
Philippines,3.01.20,3
Poland,3.01.20,0
Portugal,3.01.20,0
Qatar,3.01.20,3
Romania,3.01.20,3
Russia,3.01.20,2
Saint Barthelemy,3.01.20,0
San Marino,3.01.20,1
Saudi Arabia,3.01.20,0
Senegal,3.01.20,0
Serbia,3.01.20,0
Singapore,3.01.20,106
Slovakia,3.01.20,0
Slovenia,3.01.20,0
South Africa,3.01.20,0
South Korea,3.01.20,3736
Spain,3.01.20,84
Sri Lanka,3.01.20,1
Sweden,3.01.20,14
Switzerland,3.01.20,27
Taiwan,3.01.20,40
Thailand,3.01.20,42
Togo,3.01.20,0
Tunisia,3.01.20,0
UK,3.01.20,36
Ukraine,3.01.20,0
United Arab Emirates,3.01.20,21
US,3.01.20,76
Vatican City,3.01.20,0
Vietnam,3.01.20,16
Afghanistan,3.02.20,1
Algeria,3.02.20,3
Andorra,3.02.20,1
Argentina,3.02.20,0
Armenia,3.02.20,1
Australia,3.02.20,30
Austria,3.02.20,18
Azerbaijan,3.02.20,3
Bahrain,3.02.20,49
Belarus,3.02.20,1
Belgium,3.02.20,8
Bhutan,3.02.20,0
Bosnia and Herzegovina,3.02.20,0
Brazil,3.02.20,2
Cambodia,3.02.20,1
Cameroon,3.02.20,0
Canada,3.02.20,27
Chile,3.02.20,0
Colombia,3.02.20,0
Costa Rica,3.02.20,0
Croatia,3.02.20,7
Czech Republic,3.02.20,3
Denmark,3.02.20,4
Dominican Republic,3.02.20,1
Ecuador,3.02.20,6
Egypt,3.02.20,2
Estonia,3.02.20,1
Faroe Islands,3.02.20,0
Finland,3.02.20,6
France,3.02.20,191
French Guiana,3.02.20,0
Georgia,3.02.20,3
Germany,3.02.20,159
Gibraltar,3.02.20,0
Greece,3.02.20,7
Hong Kong,3.02.20,100
Hungary,3.02.20,0
Iceland,3.02.20,6
India,3.02.20,5
Indonesia,3.02.20,2
Iran,3.02.20,1501
Iraq,3.02.20,26
Ireland,3.02.20,1
Israel,3.02.20,10
Italy,3.02.20,2036
Japan,3.02.20,274
Jordan,3.02.20,0
Kuwait,3.02.20,56
Latvia,3.02.20,1
Lebanon,3.02.20,13
Liechtenstein,3.02.20,0
Lithuania,3.02.20,1
Luxembourg,3.02.20,1
Macau,3.02.20,10
Mainland China,3.02.20,80026
Malaysia,3.02.20,29
Malta,3.02.20,0
Martinique,3.02.20,0
Mexico,3.02.20,5
Monaco,3.02.20,1
Morocco,3.02.20,1
Nepal,3.02.20,1
Netherlands,3.02.20,18
New Zealand,3.02.20,1
Nigeria,3.02.20,1
North Macedonia,3.02.20,1
Norway,3.02.20,25
Oman,3.02.20,6
Others,3.02.20,705
Pakistan,3.02.20,4
Palestine,3.02.20,0
Peru,3.02.20,0
Philippines,3.02.20,3
Poland,3.02.20,0
Portugal,3.02.20,2
Qatar,3.02.20,3
Romania,3.02.20,3
Russia,3.02.20,3
Saint Barthelemy,3.02.20,0
San Marino,3.02.20,8
Saudi Arabia,3.02.20,1
Senegal,3.02.20,1
Serbia,3.02.20,0
Singapore,3.02.20,108
Slovakia,3.02.20,0
Slovenia,3.02.20,0
South Africa,3.02.20,0
South Korea,3.02.20,4335
Spain,3.02.20,120
Sri Lanka,3.02.20,1
Sweden,3.02.20,15
Switzerland,3.02.20,42
